 ID,DATA E HORA,TQ SUSPENSÃO,VEL_1_RPM, VEL_5_RPM,COZEDOR, TEMP AMOSTRA C°,ASPECTO
2082,8/29/2023 8:36:00 PM,Tanque 1003,135200.0,37600.0,Therlet 4,26.0,OK
2087,8/29/2023 10:30:00 PM,Tanque 1002,133200.0,37920.0,Therlet 4,26.0,OK
2093,8/30/2023 1:34:00 AM,Tanque 1001,146800.0,44080.0,Therlet 4,25.0,OK
2099,8/30/2023 4:30:00 AM,Tanque 1002,134800.0,40800.0,Therlet 4,24.0,OK
2104,8/30/2023 7:30:00 AM,Tanque 1001,140000.0,41000.0,Therlet 4,26.0,OK
2108,8/30/2023 9:43:00 AM,Tanque 1003,122000.0,34200.0,Therlet 4,25.0,OK
2112,8/30/2023 11:30:00 AM,Tanque 1001,134000.0,36000.0,Therlet 4,26.0,OK
2113,8/30/2023 12:47:00 PM,Tanque 1003,140000.0,39000.0,Therlet 4,25.0,OK
2116,8/30/2023 1:30:00 PM,Tanque 1001,143000.0,39000.0,Therlet 4,24.0,OK
2119,8/30/2023 3:35:00 PM,Tanque 1002,130800.0,38800.0,Therlet 4,25.0,OK
2123,8/30/2023 5:33:00 PM,Tanque 1001,138400.0,40560.0,Therlet 4,24.0,OK
2127,8/30/2023 7:33:00 PM,Tanque 1003,130400.0,39170.0,Therlet 4,26.0,OK
2131,8/30/2023 9:37:00 PM,Tanque 1001,124400.0,38240.0,Therlet 4,26.0,OK
2139,8/31/2023 12:30:00 AM,Tanque 1002,126000.0,36320.0,Therlet 4,25.0,OK
2143,8/31/2023 2:30:00 AM,Tanque 1002,130800.0,37200.0,Therlet 4,24.0,OK
2147,8/31/2023 4:30:00 AM,Tanque 1002,122800.0,38080.0,Therlet 4,25.0,OK
2160,8/31/2023 10:30:00 AM,Tanque 1003,134760.0,138790.0,Therlet 4,26.0,OK
2166,8/31/2023 11:25:00 AM,Tanque 1003,140000.0,42000.0,Therlet 4,24.0,OK
2168,8/31/2023 12:30:00 PM,Tanque 1001,137000.0,37420.0,Therlet 4,23.0,OK
2170,8/31/2023 1:30:00 PM,Tanque 1001,138000.0,36500.0,Therlet 4,24.0,OK
2172,8/31/2023 2:32:00 PM,Tanque 1003,132570.0,38900.0,Therlet 4,26.0,OK
2187,8/31/2023 9:19:00 PM,Tanque 1003,134800.0,41200.0,Therlet 4,26.0,OK
2193,9/1/2023 12:30:00 AM,Tanque 1002,148400.0,43080.0,Therlet 4,26.0,OK
2197,9/1/2023 2:30:00 AM,Tanque 1002,135200.0,39840.0,Therlet 4,25.0,OK
2201,9/1/2023 4:30:00 AM,Tanque 1001,131600.0,37760.0,Therlet 4,27.0,OK
2204,9/1/2023 7:30:00 AM,Tanque 1003,123000.0,39450.0,Therlet 4,24.0,OK
2208,9/1/2023 9:30:00 AM,Tanque 1002,119200.0,37600.0,Therlet 4,25.0,OK
2212,9/1/2023 11:30:00 AM,Tanque 1001,133000.0,41200.0,Therlet 4,26.0,OK
2216,9/1/2023 1:33:00 PM,Tanque 1003,133180.0,33120.0,Therlet 4,26.0,OK
2220,9/1/2023 3:35:00 PM,Tanque 1001,115600.0,35920.0,Therlet 4,26.0,OK
2228,9/1/2023 7:35:00 PM,Tanque 1003,126400.0,38880.0,Therlet 4,26.0,OK
2232,9/1/2023 11:43:00 PM,Tanque 1002,152800.0,40480.0,Therlet 4,24.0,OK
2239,9/2/2023 1:30:00 AM,Tanque 1001,151600.0,40240.0,Therlet 4,25.0,OK
2241,9/2/2023 2:30:00 AM,Tanque 1003,141200.0,41440.0,Therlet 4,26.0,OK
2245,9/2/2023 4:30:00 AM,Tanque 1002,136400.0,37680.0,Therlet 4,25.0,OK
2249,9/2/2023 6:30:00 AM,Tanque 1001,122300.0,33120.0,Therlet 4,25.0,OK
2251,9/2/2023 7:28:00 AM,Tanque 1002,128900.0,33080.0,Therlet 4,23.0,OK
2255,9/2/2023 9:30:00 AM,Tanque 1001,127000.0,38200.0,Therlet 4,22.0,OK
2259,9/2/2023 11:33:00 AM,Tanque 1003,132300.0,39100.0,Therlet 4,25.0,OK
2261,9/2/2023 12:36:00 PM,Tanque 1001,132200.0,36600.0,Therlet 4,25.0,OK
2266,9/2/2023 3:30:00 PM,Tanque 1003,126400.0,37360.0,Therlet 4,24.0,OK
2268,9/2/2023 5:30:00 PM,Tanque 1002,120000.0,36400.0,Therlet 4,25.0,OK
2272,9/2/2023 8:26:00 PM,Tanque 1002,126000.0,38790.0,Therlet 4,24.0,OK
2271,9/2/2023 8:28:00 PM,Tanque 1002,125800.0,39560.0,Therlet 4,24.0,OK
2274,9/2/2023 10:30:00 PM,Tanque 1001,126400.0,37120.0,Therlet 4,25.0,OK
2278,9/3/2023 1:37:00 AM,Tanque 1003,122800.0,36640.0,Therlet 4,25.0,OK
2280,9/3/2023 3:30:00 AM,Tanque 1002,134000.0,40720.0,Therlet 4,25.0,OK
2283,9/3/2023 5:30:00 AM,Tanque 1003,124800.0,36560.0,Therlet 4,25.0,OK
2293,9/3/2023 12:35:00 PM,Tanque 1002,117000.0,33080.0,Therlet 4,22.0,OK
2295,9/3/2023 1:30:00 PM,Tanque 1003,129600.0,38400.0,Therlet 4,23.0,OK
2296,9/3/2023 2:31:00 PM,Tanque 1001,110000.0,34320.0,Therlet 4,25.0,OK
2300,9/3/2023 3:33:00 PM,Tanque 1003,122800.0,35520.0,Therlet 4,26.0,OK
2306,9/3/2023 8:31:00 PM,Tanque 1003,120400.0,37440.0,Therlet 4,25.0,OK
2312,9/3/2023 11:30:00 PM,Tanque 1002,144400.0,34000.0,Therlet 4,26.0,OK
2314,9/4/2023 12:30:00 AM,Tanque 1001,130800.0,39760.0,Therlet 4,26.0,OK
2316,9/4/2023 1:30:00 AM,Tanque 1002,142000.0,40560.0,Therlet 4,24.0,OK
2325,9/4/2023 5:30:00 AM,Tanque 1002,149200.0,40240.0,Therlet 4,25.0,OK
2329,9/4/2023 7:30:00 AM,Tanque 1001,140200.0,39080.0,Therlet 4,26.0,OK
2335,9/4/2023 10:28:00 AM,Tanque 1001,142700.0,42000.0,Therlet 4,26.0,NOK
2337,9/4/2023 11:30:00 AM,Tanque 1002,139300.0,37360.0,Therlet 4,23.0,OK
2342,9/4/2023 1:30:00 PM,Tanque 1002,136400.0,41200.0,Therlet 4,22.0,OK
2346,9/4/2023 3:38:00 PM,Tanque 1003,128400.0,38320.0,Therlet 4,26.0,OK
2350,9/4/2023 5:33:00 PM,Tanque 1003,120000.0,35760.0,Therlet 4,27.0,OK
2354,9/4/2023 8:35:00 PM,Tanque 1001,114800.0,36000.0,Therlet 4,24.0,OK
2358,9/4/2023 11:19:00 PM,Tanque 1002,123600.0,39360.0,Therlet 4,26.0,OK
2363,9/5/2023 1:31:00 AM,Tanque 1001,121200.0,37280.0,Therlet 4,24.0,OK
2366,9/5/2023 3:30:00 AM,Tanque 1003,126000.0,38720.0,Therlet 4,24.0,OK
2368,9/5/2023 5:30:00 AM,Tanque 1001,117200.0,38320.0,Therlet 4,24.0,OK
2369,9/5/2023 6:30:00 AM,Tanque 1001,125500.0,35400.0,Therlet 4,24.0,OK
2370,9/5/2023 7:30:00 AM,Tanque 1002,120200.0,34200.0,Therlet 4,26.0,OK
2372,9/5/2023 8:25:00 AM,Tanque 1003,123300.0,34400.0,Therlet 4,26.0,OK
2374,9/5/2023 9:30:00 AM,Tanque 1003,141280.0,36350.0,Therlet 4,26.0,OK
2376,9/5/2023 10:37:00 AM,Tanque 1001,124100.0,36600.0,Therlet 4,26.0,OK
2382,9/5/2023 1:29:00 PM,Tanque 1001,137080.0,41200.0,Therlet 4,26.0,OK
2387,9/5/2023 4:32:00 PM,Tanque 1003,110000.0,36400.0,Therlet 4,27.0,OK
2392,9/5/2023 6:27:00 PM,Tanque 1002,122000.0,37280.0,Therlet 4,27.0,OK
2395,9/5/2023 8:37:00 PM,Tanque 1001,120000.0,35600.0,Therlet 4,26.0,OK
2400,9/5/2023 10:30:00 PM,Tanque 1001,123200.0,38560.0,Therlet 4,26.0,OK
2405,9/6/2023 12:30:00 AM,Tanque 1003,118000.0,35840.0,Therlet 4,26.0,OK
2409,9/6/2023 2:43:00 AM,Tanque 1003,114400.0,35680.0,Therlet 4,26.0,OK
2414,9/6/2023 4:30:00 AM,Tanque 1002,140400.0,40240.0,Therlet 4,26.0,OK
2415,9/6/2023 7:31:00 AM,Tanque 1001,137360.0,41000.0,Therlet 4,25.0,OK
2418,9/6/2023 8:35:00 AM,Tanque 1002,128700.0,37100.0,Therlet 4,24.0,OK
2426,9/6/2023 11:30:00 AM,Tanque 1002,118800.0,37600.0,Therlet 4,24.0,OK
2428,9/6/2023 12:33:00 PM,Tanque 1001,139800.0,40250.0,Therlet 4,28.0,OK
2438,9/6/2023 6:30:00 PM,Tanque 1002,132400.0,39120.0,Therlet 4,25.0,OK
2441,9/6/2023 8:28:00 PM,Tanque 1001,133200.0,40640.0,Therlet 4,25.0,OK
2444,9/6/2023 10:29:00 PM,Tanque 1001,128400.0,38080.0,Therlet 4,26.0,OK
2451,9/7/2023 1:43:00 AM,Tanque 1002,149600.0,43360.0,Therlet 4,25.0,OK
2455,9/7/2023 3:30:00 AM,Tanque 1001,128800.0,40840.0,Therlet 4,24.0,OK
2459,9/7/2023 5:30:00 AM,Tanque 1003,149600.0,46320.0,Therlet 4,24.0,OK
2463,9/7/2023 7:30:00 AM,Tanque 1003,133500.0,36700.0,Therlet 4,25.0,OK
2465,9/7/2023 8:30:00 AM,Tanque 1001,125400.0,32200.0,Therlet 4,24.0,OK
2469,9/7/2023 10:20:00 AM,Tanque 1003,134000.0,35499.0,Therlet 4,25.0,OK
2473,9/7/2023 12:30:00 PM,Tanque 1002,127700.0,30500.0,Therlet 4,25.0,OK
2486,9/7/2023 9:34:00 PM,Tanque 1001,139600.0,41120.0,Therlet 4,23.0,OK
2490,9/7/2023 11:30:00 PM,Tanque 1003,145200.0,37360.0,Therlet 4,25.0,OK
2494,9/8/2023 1:34:00 AM,Tanque 1002,127600.0,38560.0,Therlet 4,25.0,OK
2498,9/8/2023 3:30:00 AM,Tanque 1002,133600.0,40000.0,Therlet 4,24.0,OK
2502,9/8/2023 5:30:00 AM,Tanque 1003,138400.0,38480.0,Therlet 4,23.0,OK
2504,9/8/2023 6:30:00 AM,Tanque 1001,132200.0,33500.0,Therlet 4,25.0,OK
2517,9/10/2023 7:37:00 AM,Tanque 1001,136600.0,35080.0,Therlet 4,23.0,OK
2519,9/10/2023 8:30:00 AM,Tanque 1002,135000.0,33080.0,Therlet 4,23.0,OK
2521,9/10/2023 9:30:00 AM,Tanque 1003,127700.0,38800.0,Therlet 4,25.0,OK
2523,9/10/2023 10:30:00 AM,Tanque 1003,132000.0,37550.0,Therlet 4,27.0,OK
2525,9/10/2023 11:31:00 AM,Tanque 1001,119000.0,34080.0,Therlet 4,23.0,OK
2527,9/10/2023 12:30:00 PM,Tanque 1002,132400.0,37700.0,Therlet 4,25.0,OK
2529,9/10/2023 1:30:00 PM,Tanque 1003,128800.0,37900.0,Therlet 4,25.0,OK
2532,9/10/2023 3:30:00 PM,Tanque 1001,122000.0,38240.0,Therlet 4,24.0,OK
2536,9/10/2023 5:32:00 PM,Tanque 1002,120400.0,37520.0,Therlet 4,27.0,OK
2537,9/10/2023 6:30:00 PM,Tanque 1003,128000.0,37600.0,Therlet 4,23.0,OK
2541,9/10/2023 8:36:00 PM,Tanque 1002,123600.0,36720.0,Therlet 4,25.0,OK
2544,9/10/2023 10:30:00 PM,Tanque 1003,139200.0,40400.0,Therlet 4,24.0,OK
2548,9/11/2023 1:30:00 AM,Tanque 1002,102600.0,35120.0,Therlet 4,25.0,OK
2551,9/11/2023 3:30:00 AM,Tanque 1001,142800.0,41120.0,Therlet 4,25.0,OK
2555,9/11/2023 5:40:00 AM,Tanque 1003,148000.0,43600.0,Therlet 4,25.0,OK
2557,9/11/2023 6:32:00 AM,Tanque 1002,143250.0,40080.0,Therlet 4,25.0,OK
2559,9/11/2023 7:30:00 AM,Tanque 1003,121430.0,39000.0,Therlet 4,23.0,OK
2561,9/11/2023 8:35:00 AM,Tanque 1003,136780.0,39100.0,Therlet 4,24.0,OK
2565,9/11/2023 10:38:00 AM,Tanque 1002,125280.0,37430.0,Therlet 4,23.0,OK
2568,9/11/2023 11:31:00 AM,Tanque 1002,140040.0,38450.0,Therlet 4,22.0,OK
2572,9/11/2023 1:38:00 PM,Tanque 1001,124320.0,39550.0,Therlet 4,23.0,OK
2575,9/11/2023 3:49:00 PM,Tanque 1003,126800.0,38240.0,Therlet 4,23.0,OK
2577,9/11/2023 5:26:00 PM,Tanque 1001,136000.0,39320.0,Therlet 4,23.0,OK
2590,9/12/2023 12:30:00 AM,Tanque 1001,140000.0,43520.0,Therlet 4,23.0,OK
2592,9/12/2023 1:30:00 AM,Tanque 1003,138000.0,41040.0,Therlet 4,23.0,OK
2597,9/12/2023 3:30:00 AM,Tanque 1002,152000.0,40880.0,Therlet 4,24.0,OK
2600,9/12/2023 5:30:00 AM,Tanque 1001,145200.0,40000.0,Therlet 4,25.0,OK
2608,9/12/2023 11:33:00 AM,Tanque 1002,124900.0,40000.0,Therlet 4,24.0,OK
2611,9/12/2023 5:26:00 PM,Tanque 1003,117200.0,44160.0,Therlet 4,23.0,OK
2613,9/12/2023 7:33:00 PM,Tanque 1001,112400.0,34000.0,Therlet 4,23.0,OK
2616,9/12/2023 9:37:00 PM,Tanque 1001,114400.0,36480.0,Therlet 4,25.0,OK
2619,9/13/2023 1:00:00 AM,Tanque 1003,150800.0,40960.0,Therlet 4,25.0,OK
2626,9/13/2023 3:30:00 AM,Tanque 1003,126800.0,32160.0,Therlet 4,25.0,OK
2632,9/13/2023 6:33:00 AM,Tanque 1001,117200.0,34080.0,Therlet 4,26.0,OK
2636,9/13/2023 8:37:00 AM,Tanque 1003,140090.0,40000.0,Therlet 4,23.0,OK
2639,9/13/2023 10:38:00 AM,Tanque 1002,117200.0,35920.0,Therlet 4,26.0,OK
2643,9/13/2023 11:35:00 AM,Tanque 1002,123890.0,37800.0,Therlet 4,23.0,OK
2645,9/13/2023 12:33:00 PM,Tanque 1002,132800.0,39800.0,Therlet 4,23.0,OK
2649,9/13/2023 2:45:00 PM,Tanque 1001,114000.0,35040.0,Therlet 4,25.0,OK
2653,9/13/2023 4:55:00 PM,Tanque 1003,132000.0,40560.0,Therlet 4,23.0,OK
2661,9/13/2023 10:30:00 PM,Tanque 1001,138400.0,40400.0,Therlet 4,23.0,OK
2666,9/14/2023 12:30:00 AM,Tanque 1001,127200.0,38640.0,Therlet 4,25.0,OK
2672,9/14/2023 3:30:00 AM,Tanque 1001,134800.0,41680.0,Therlet 4,23.0,OK
2676,9/14/2023 5:29:00 AM,Tanque 1003,147600.0,42720.0,Therlet 4,23.0,OK
2680,9/14/2023 7:32:00 AM,Tanque 1002,128700.0,36170.0,Therlet 4,21.0,OK
2684,9/14/2023 9:40:00 AM,Tanque 1001,120400.0,36280.0,Therlet 4,28.0,OK
2688,9/14/2023 11:30:00 AM,Tanque 1003,132200.0,38700.0,Therlet 4,26.0,OK
2692,9/14/2023 1:29:00 PM,Tanque 1002,124000.0,38700.0,Therlet 4,25.0,OK
2696,9/14/2023 3:45:00 PM,Tanque 1002,131600.0,40960.0,Therlet 4,25.0,OK
2699,9/14/2023 5:32:00 PM,Tanque 1001,138400.0,40960.0,Therlet 4,24.0,OK
2704,9/14/2023 7:34:00 PM,Tanque 1003,128400.0,39280.0,Therlet 4,24.0,OK
2708,9/14/2023 9:50:00 PM,Tanque 1003,132800.0,39440.0,Therlet 4,23.0,OK
2712,9/14/2023 11:30:00 PM,Tanque 1002,141200.0,41360.0,Therlet 4,23.0,OK
2716,9/15/2023 1:30:00 AM,Tanque 1002,145600.0,38880.0,Therlet 4,23.0,OK
2719,9/15/2023 3:28:00 AM,Tanque 1001,125600.0,37840.0,Therlet 4,22.0,OK
2723,9/15/2023 5:31:00 AM,Tanque 1003,130000.0,38320.0,Therlet 4,23.0,OK
2728,9/15/2023 7:30:00 AM,Tanque 1002,125500.0,37600.0,Therlet 4,23.0,OK
2732,9/15/2023 9:30:00 AM,Tanque 1003,132500.0,33300.0,Therlet 4,24.0,OK
2734,9/15/2023 10:31:00 AM,Tanque 1001,123980.0,37200.0,Therlet 4,23.0,OK
2740,9/15/2023 1:30:00 PM,Tanque 1001,126600.0,32300.0,Therlet 4,24.0,OK
2744,9/15/2023 3:40:00 PM,Tanque 1003,124000.0,34480.0,Therlet 4,23.0,OK
2748,9/15/2023 7:43:00 PM,Tanque 1001,149600.0,43360.0,Therlet 4,23.0,OK
2752,9/15/2023 9:40:00 PM,Tanque 1003,150800.0,43680.0,Therlet 4,23.0,OK
2756,9/15/2023 11:30:00 PM,Tanque 1001,151000.0,44000.0,Therlet 4,20.0,OK
2760,9/16/2023 1:35:00 AM,Tanque 1003,126800.0,37920.0,Therlet 4,29.0,OK
2764,9/16/2023 3:30:00 AM,Tanque 1003,141000.0,42080.0,Therlet 4,28.0,OK
2768,9/16/2023 5:30:00 AM,Tanque 1002,125600.0,37760.0,Therlet 4,20.0,OK
2770,9/16/2023 7:30:00 AM,Tanque 1003,116000.0,35500.0,Therlet 4,25.0,OK
2773,9/16/2023 8:30:00 AM,Tanque 1002,130800.0,36600.0,Therlet 4,23.0,OK
2779,9/16/2023 1:30:00 PM,Tanque 1003,132600.0,36600.0,Therlet 4,25.0,OK
2785,9/16/2023 3:46:00 PM,Tanque 1003,124400.0,38560.0,Therlet 4,23.0,OK
2787,9/16/2023 4:47:00 PM,Tanque 1001,130000.0,38320.0,Therlet 4,24.0,OK
2788,9/16/2023 4:54:00 PM,Tanque 1002,129200.0,41120.0,Therlet 4,29.0,OK
2791,9/16/2023 6:41:00 PM,Tanque 1003,138800.0,40400.0,Therlet 4,27.0,OK
2806,9/17/2023 2:31:00 AM,Tanque 1003,126000.0,37520.0,Therlet 4,22.0,OK
2811,9/17/2023 4:29:00 AM,Tanque 1003,149600.0,40720.0,Therlet 4,28.0,OK
2817,9/17/2023 7:30:00 AM,Tanque 1003,125500.0,35500.0,Therlet 4,24.0,OK
2819,9/17/2023 8:33:00 AM,Tanque 1001,128900.0,35600.0,Therlet 4,21.0,OK
2824,9/17/2023 12:30:00 PM,Tanque 1002,129700.0,38500.0,Therlet 4,24.0,OK
2826,9/17/2023 1:32:00 PM,Tanque 1003,119860.0,36000.0,Therlet 4,26.0,OK
2828,9/17/2023 2:33:00 PM,Tanque 1003,133200.0,39280.0,Therlet 4,26.0,OK
2830,9/17/2023 3:33:00 PM,Tanque 1001,128400.0,38560.0,Therlet 4,25.0,OK
2831,9/17/2023 4:27:00 PM,Tanque 1001,114400.0,37920.0,Therlet 4,23.0,OK
2833,9/17/2023 5:28:00 PM,Tanque 1002,130000.0,38800.0,Therlet 4,24.0,OK
2836,9/17/2023 6:40:00 PM,Tanque 1003,135600.0,40080.0,Therlet 4,23.0,OK
2837,9/17/2023 7:30:00 PM,Tanque 1003,129600.0,39760.0,Therlet 4,23.0,OK
2838,9/17/2023 8:30:00 PM,Tanque 1002,136400.0,40080.0,Therlet 4,23.0,OK
2839,9/17/2023 9:30:00 PM,Tanque 1001,132800.0,41840.0,Therlet 4,23.0,OK
2842,9/17/2023 11:30:00 PM,Tanque 1003,144000.0,39200.0,Therlet 4,21.0,OK
2846,9/18/2023 1:30:00 AM,Tanque 1002,150600.0,45200.0,Therlet 4,23.0,OK
2852,9/18/2023 4:31:00 AM,Tanque 1002,122400.0,38320.0,Therlet 4,18.0,OK
2858,9/18/2023 7:30:00 AM,Tanque 1003,123300.0,37500.0,Therlet 4,24.0,OK
2862,9/18/2023 9:30:00 AM,Tanque 1003,130400.0,37800.0,Therlet 4,25.0,OK
2864,9/18/2023 10:31:00 AM,Tanque 1001,121800.0,34080.0,Therlet 4,25.0,OK
2868,9/18/2023 12:30:00 PM,Tanque 1002,125500.0,34800.0,Therlet 4,24.0,OK
2870,9/18/2023 1:32:00 PM,Tanque 1003,123900.0,34200.0,Therlet 4,22.0,OK
2872,9/18/2023 2:33:00 PM,Tanque 1003,145600.0,42880.0,Therlet 4,24.0,OK
2873,9/18/2023 3:30:00 PM,Tanque 1001,130000.0,38320.0,Therlet 4,25.0,OK
2875,9/18/2023 5:30:00 PM,Tanque 1003,128800.0,37840.0,Therlet 4,28.0,OK
2877,9/18/2023 6:33:00 PM,Tanque 1001,131200.0,38720.0,Therlet 4,28.0,OK
2881,9/18/2023 8:23:00 PM,Tanque 1003,139670.0,41200.0,Therlet 4,25.0,OK
2883,9/18/2023 9:34:00 PM,Tanque 1001,139600.0,40480.0,Therlet 4,26.0,OK
2887,9/18/2023 11:17:00 PM,Tanque 1003,124800.0,38400.0,Therlet 4,27.0,OK
2891,9/19/2023 1:33:00 AM,Tanque 1002,146800.0,44100.0,Therlet 4,27.0,OK
2894,9/19/2023 3:30:00 AM,Tanque 1002,132000.0,40880.0,Therlet 4,28.0,OK
2896,9/19/2023 5:30:00 AM,Tanque 1001,111200.0,38080.0,Therlet 4,28.0,OK
2898,9/19/2023 6:30:00 AM,Tanque 1001,115600.0,36240.0,Therlet 4,29.0,OK
2903,9/19/2023 8:37:00 AM,Tanque 1003,133400.0,37040.0,Therlet 4,24.0,OK
2905,9/19/2023 9:30:00 AM,Tanque 1001,131700.0,34120.0,Therlet 4,25.0,OK
2909,9/19/2023 12:35:00 PM,Tanque 1002,135080.0,36170.0,Therlet 4,22.0,OK
2913,9/19/2023 3:00:00 PM,Tanque 1002,125600.0,41120.0,Therlet 4,24.0,OK
2919,9/19/2023 5:35:00 PM,Tanque 1003,134560.0,37890.0,Therlet 4,24.0,OK
2920,9/19/2023 10:16:00 PM,Tanque 1002,130000.0,38160.0,Therlet 4,20.0,OK
2931,9/20/2023 3:30:00 AM,Tanque 1001,114000.0,35920.0,Therlet 4,22.0,OK
2935,9/20/2023 5:30:00 AM,Tanque 1003,142800.0,39680.0,Therlet 4,21.0,OK
2937,9/20/2023 6:28:00 AM,Tanque 1002,134700.0,35080.0,Therlet 4,21.0,OK
2941,9/20/2023 8:34:00 AM,Tanque 1001,121400.0,39180.0,Therlet 4,22.0,OK
2943,9/20/2023 10:31:00 AM,Tanque 1003,132800.0,35120.0,Therlet 4,20.0,OK
2944,9/20/2023 11:30:00 AM,Tanque 1001,121600.0,35600.0,Therlet 4,19.0,OK
2947,9/20/2023 12:37:00 PM,Tanque 1001,134000.0,35700.0,Therlet 4,26.0,OK
2948,9/20/2023 1:40:00 PM,Tanque 1003,119200.0,37440.0,Therlet 4,23.0,OK
2953,9/20/2023 3:42:00 PM,Tanque 1002,130000.0,39760.0,Therlet 4,23.0,OK
2957,9/20/2023 5:37:00 PM,Tanque 1001,136800.0,41120.0,Therlet 4,24.0,OK
2961,9/20/2023 7:41:00 PM,Tanque 1002,136000.0,39360.0,Therlet 4,26.0,OK
2965,9/20/2023 9:35:00 PM,Tanque 1002,122800.0,37440.0,Therlet 4,28.0,OK
2970,9/21/2023 12:40:00 AM,Tanque 1003,132800.0,40400.0,Therlet 4,23.0,OK
2973,9/21/2023 2:30:00 AM,Tanque 1001,136800.0,40560.0,Therlet 4,21.0,OK
2977,9/21/2023 4:30:00 AM,Tanque 1001,152000.0,40880.0,Therlet 4,28.0,OK
2980,9/21/2023 5:30:00 AM,Tanque 1002,136900.0,40000.0,Therlet 4,28.0,OK
2984,9/21/2023 7:43:00 AM,Tanque 1001,113220.0,35670.0,Therlet 4,23.0,OK
2986,9/21/2023 8:36:00 AM,Tanque 1002,112900.0,36170.0,Therlet 4,23.0,OK
2990,9/21/2023 10:30:00 AM,Tanque 1001,122200.0,36500.0,Therlet 4,23.0,OK
2992,9/21/2023 11:30:00 AM,Tanque 1001,126600.0,37600.0,Therlet 4,25.0,OK
2994,9/21/2023 12:40:00 PM,Tanque 1002,141200.0,40000.0,Therlet 4,28.0,OK
3000,9/21/2023 3:35:00 PM,Tanque 1003,123200.0,37520.0,Therlet 4,23.0,OK
3004,9/21/2023 5:31:00 PM,Tanque 1002,131600.0,38960.0,Therlet 4,23.0,OK
3008,9/21/2023 7:32:00 PM,Tanque 1001,126800.0,38880.0,Therlet 4,25.0,OK
3011,9/21/2023 9:35:00 PM,Tanque 1003,128000.0,38880.0,Therlet 4,24.0,OK
3019,9/22/2023 1:33:00 AM,Tanque 1002,129200.0,39200.0,Therlet 4,23.0,OK
3022,9/22/2023 3:30:00 AM,Tanque 1001,134000.0,39920.0,Therlet 4,23.0,OK
3026,9/22/2023 5:36:00 AM,Tanque 1003,155200.0,43600.0,Therlet 4,23.0,OK
